summary,salery,jobdicSeq,job,aptitude,capacity,major_seqs,major_names
"- 공예원은 목재, 석재, 점토, 금속, 종이 등 다양한 소재를 가지고 손이나 도구를 이용하여 각종 수공예품이나 전통공예품을 만든다. 
- 공예원은 사용하는 재료나 만드는 제품에 따라 목공예원, 석공예원, 도자기공예원, 칠공예원, 금속공예원 등으로 구분된다.  
- 목공예원은 나무를 이용하여 목기 제품, 실내 장식장, 일반가구 등을 제작하며, 석공예원은 석불, 석탑, 석등, 비석 등의 석물제품을 만든다. 도자기공예원은 각종 식기류, 타일, 액자 등을 만들며, 칠공예원은 옻나무의 수액을 이용하여 가구, 자기 등을 제작한다. 금속공예원은 금, 은, 동 ,철 등을 가지고 장신구, 장식품, 촛대 등의 각종 생활용품을 제작한다. 죽세공예원은 대나무 등을 가공하여 대바구니, 부채, 대자리, 참빗, 복조리 등을 제작한다.
- 종이, 나무, 짚, 갈대 등의 재료를 준비하고 그릇, 화병, 바구니 등 여러 가지 제품을 만들고 장식한다. 
- 나전칠기, 악기, 망건, 갓, 소반 등의 제품을 전통 방식으로 만든다.",2천만원 ↑,929,공예원,"- 공예원은 디자인에 대한 감각과 정교한 손놀림이 필요하며 창의력, 표현력, 예술적인 감각을 갖추어야 한다. 
- 제조공정과정에서 지속적인 육체작업에 견딜 수 있는 끈기와 인내가 요구되며,  성실하고 차분한 성격을 가진 사람이 유리하다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며,  혁신, 독립성, 리더십, 사회성 등의 성격을 가진 사람들에게 유리하다.","목공예기능사, 도자기공예기능사, 석공예기능사, 예당한지공예사","38, 39, 41, 77, 78, 120, 252, 253","공예과, 공예디자인학과, 공예학과, 금속공예과, 금속공예학과, 도자기공예과, 산업디자인과, 산업디자인학과"
"- 공작기계조작원은 기계요소부품이나 금속제품을 생산하기 위해 각종 공작 기계를 조작하여 금속 및 비금속 재료를 깎고 구멍을 뚫고 마무리 작업을 하는 일을 한다.
- 가공할 금속 공작물의 설계도면, 명세서 또는 작업 지시서를 검토하여 가공 공정 순서에 따라 절삭, 연삭, 펀칭, 용접, 마무리작업 등의 가공 계획을 세운다.
- 공작기계는 작동방법에 따라 범용수동공작기계, 수치제어공작기계(NC) 및 컴퓨터수치제어공작기계(CNC)로 나뉜다. 현재 산업계에서 가장 널리 사용되는 것은 컴퓨터를 이용한 CNC 기계 가공으로 수동으로 조작되는 범용수동공작기계 가공과는 달리 대부분의 직무가 전산화 및 자동화가 되어 있다. 
-공작기계조작원은 컴퓨터 프로그램의 설정 확인, 공작기계의 작동 확인 및 조정, 자동 검사 시스템의 확인 및 조정 등의 작업을 수행할 수 있는 직무능력을 보유하여야 한다.",3천만원 ↑,48,공작기계조작원,"- 공작기계조작원은 컴퓨터 수치제어공작기계의 보편화로 컴퓨터이론에 대한 기본적인 지식과 분석력, 판단력, 집중력이 필요하다. 
- 섬세하고 꼼꼼한 사람에게 유리하며, 체계적인 조작을 필요로 하는 정밀한 작업이 많으므로 손재주가 요구된다. 
- 현실형과 탐구형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 독립성 등의 성격을 가진 사람들에게 유리하다.","컴퓨터응용선반기능사, 컴퓨터응용밀링기능사, 연삭기능사, 공작기계절삭가공사","86, 88","기계공학과, 기계설계공학과"
"- 과수작물재배자는 사과, 배, 감귤 등의 과수작물을 재배하기 위한 계획을 세우고, 각종 과수작물 재배방법 등을 이용하여 과수작물을 생산하고 수확한다. 
- 재배하는 과수작물의 종류와 양을 결정한다. 
- 사과, 배, 감귤 등의 과수작물을 재배할 경작지와 종자, 비료, 농약 및 기계장비 등을 준비한다. 
- 병충해 방제를 위해 제초제나 살충제를 뿌리고, 병충해 피해를 막기 위해 봉지를 씌우기도 한다. 
- 과일이나 열매의 질을 높이기 위해 솎아주고, 적기를 판단하여 과실을 수확한다.
- 과실나무의 묘목을 심고 과일과 열매의 질을 높이기 위해 나무를 다듬거나 제초제나 살충제를 적절히 살포한다. 
- 수확 적기를 판단하여 과실을 수확하고 수확한 과일을 등급별로 분류하여 판매한다.",3천만원 ↑,1155,과수작물재배자,"- 과일이나 차 등의 과수작물재배에 대한 흥미와 관심을 가지고 있어야 하며, 재배 방법에 대한 지식과 기술이 요구된다.  
- 과수작물재배 등의 농업일은 육체적인 노동이므로 신체적으로 건강해야 하며, 인내심과 끈기가 요구된다. 
- 진취형과 현실형의 흥미를 가진 사람에게 적합하며, 인내, 성취, 꼼꼼함 등의 성격을 가진 사람들에게 유리하다.","시설원예기사, 시설원예기술사","106, 450, 382, 383","농수산과, 식물자원학과, 원예과, 원예학과"
"- 관세사는 물건을 수출하거나 수입할 때, 수출입절차를 대신 밟아주고 문제가 생겼을 때 대리하여 해결하며 관세법상의 행정 소송을 수행한다. 
- 수출입 물품에 대해 물품분류기호에 따라 분류하고 이에 대한 세율을 부과한다.
- 과세가격 확인 및 세액을 계산하고, 관세법에 의한 수출 통관 신고와 이와 관련되는 절차를 이행한다.
- 수출용 원재료에 대한 관세 등 환급에 대한 특례법대로 환급 청구의 대리 업무를 수행하며, 관세법에 의한 이의 신청·심사 청구 및 심판 청구를 대리한다.
- 관세에 대한 상담 또는 자문을 담당하기도 한다.
- 관세법 및 관세에 관한 법률에 따른 수출, 수입, 반출, 반입 또는 반송의 신고 등과 이와 관련되는 절차를 행한다.",4천만원 ↑,207,관세사,"- 세액 등을 신속하고 정확하게 계산할 수 있는 수리력과 재정관리 및 전산에 관한 능력, 문서 작성 능력을 갖추어야 한다. 또 법률 지식과 외국어 실력도 있어야 한다.
- 관세에 관한 업무를 다루기 때문에 정직성과 도덕성이 요구되며, 원만한 대인관계가 요구된다. 
- 관습형과 진취형의 흥미를 가진 사람에게 적합하며, 자기통제 능력, 스트레스 감내, 리더십 등의 성격을 가진 사람들에게 유리하다.",관세사,"23, 25, 122, 132, 72, 203, 226, 286, 287, 298, 303, 364, 366, 367, 131, 432, 436, 514, 520, 591, 662","경영학과, 경제학과, 독어독문학과, 러시아어문학과, 무역학과, 법학과, 불어불문학과, 세무학과, 세무회계과, 수학과, 스페인어학과, 영어과, 영어영문학과, 영어학과, 유럽ㆍ기타어과, 일본어과, 일어일문학과, 중국어과, 중어중문학과, 통계학과, 회계학과"
"- 광고 및 홍보전문가는 광고물을 제작하고 광고행사를 기획하거나, 상품 판매 전략 수립과 홍보물을 제작한다.
- 광고전문가는 광고할 상품이나 용역에 관해 조사, 분석하여 광고 기획서를 작성한다. 광고의 제작방향과 소요되는 예산을 수립, 조정하며 상품의 경쟁상황, 시장상황, 판매기간 등에 대한 자료와 광고매체에 대한 효과를 분석하여 광고를 제작한다. 
- 홍보전문가는 기업의 명성이나 이미지와 같이 눈에 보이지 않는 기업의 자산을 그 조직의 성격과 특성에 맞도록 전문적인 홍보를 담당하고, 홍보프로그램을 연구, 조언한다.
- 기업 혹은 상품 등의 광고 계약 체결부터 제작 완성까지 광고제작의 모든 과정을 지휘한다.
- 광고물을 제작하고 광고 행사를 기획하는 등 상품판매 전략을 수립한다. 
- 홍보물을 제작하거나 특정 조직이나 사람의 특성에 맞춰 전문적인 홍보를 담당한다.",3천만원 ↑,232,광고 및 홍보전문가,"- 광고 및 홍보전문가는 창의력과 예술적 감수성이 있어야 하며 광고시장 조사나 자료 분석을 위해 통계도 많이 다루기 때문에 수리능력도 갖추어야 한다. 
- 팀원을 비롯해 광고주, 제작자 등과 원활한 인간관계를 유지할 수 있도록 유연성과 친화력이 요구된다.
- 진취형과 예술형의 흥미를 가진 사람에게 적합하며, 사회성, 적응성 및 융통성, 협조심 등의 성격을 가진 사람들에게 유리하다.",,"23, 50, 54, 322, 330, 344","경영학과, 광고기획과, 광고홍보학과, 신문방송학과, 심리학과, 언론홍보학과"
"- 광고기획자는 특정 상품이나 서비스에 대한 광고 제작 방향 및 전략 수립에서부터 실제 광고 제작까지의 전체적인 관리와 감독 업무를 담당한다. 
- 상품의 판매 자료나 시장조사자료, 제품정보 등을 입수하여 소비자의 성향을 분석하고 광고회사의 제작팀, 매체팀과의 회의를 통해 사회 환경 및 광고 환경의 변화를 고려한 광고 제작 방향을 정한다. 
- 광고제작 회의를 개최하여 광고주의 의견을 수렴하고 각종 아이디어를 수집하며 화면의 구성 및 광고제작 일정을 계획하기 위해 스텝진과 협의한다. 
- 광고 문안, 광고의 영상 및 그래픽 등을 모두 총괄정리해서 광고를 완성시키며, 광고가 완성되면 광고주와 시사회를 갖고 내용을 수정하거나 재촬영한다.",3천만원 ↑,283,광고기획자,"- 광고 제작 전반에 대한 전문적 지식을 가지고 있어야 하며 광고의 기획의도를 광고주에게 설득시키고 광고계약을 체결해낼 수 있는 세일즈 능력, 협상능력, 유연성이 요구된다. 
- 빠르게 변화하는 광고시장과 사회환경의 변화를 읽고 이를 반영하여 소비자의 눈길을 끌 수 있는 새롭고 참신한 광고를 제작하기 위해 창의적이고 혁신적인 사고능력이 요구된다.  
- 탁월한 커뮤니케이션 능력과 팀원, 광고주, 제작자 등과 원활한 인간관계를 유지할 수 있는 친화력 등이 요구된다.",,"50, 54, 322, 330","광고기획과, 광고홍보학과, 신문방송학과, 심리학과"
"- 광고디자이너는 텔레비전, 잡지, 신문, 라디오, 포스터 등의 영상이나 인쇄매체의 광고 화면을 구성하고 필요한 그림과 이미지를 디자인한다. 
- 제품이나 서비스 등 광고할 대상의 특성 및 소비자의 유형, 시장동향 등 대상물에 영향을 줄 수 있는 요인을 분석한다. 
- 상품에 대한 광고 의뢰가 들어오면 의뢰인과의 협의 또는 회의를 거쳐 상품의 광고 방향을 설정한다.  
- 상품의 모형이나 기능, 시장 및 소비자의 특성을 파악하여 상품의 광고물을 디자인한다. 
- 디자인이 완성되면 자체 검토를 거친 다음, 수정하거나 보충할 사항이 있는지 등을 검토한다. 
- 광고물 제작 및 촬영 시 참여하여 의도한 방향으로 광고물이 제작되도록 협의하고 제안한다.",2천만원 ↑,285,광고디자이너,"- 디자인, 예술 등에 대한 지식은 물론 마케팅과 제품 제조 등에 대한 지식이 요구되며, 컴퓨터 멀티미디어 프로그램을 원활하게 다룰 수 있는 능력과 창의성, 미적 감각 등을 가지고 있어야 한다. 
- 팀원이나 디자인을 의뢰한 고객들과 원활한 인간관계를 유지할 수 있는 능력이 필요하다. 
- 광고를 담당한 상품과 상품의 기능, 시장과 소비자의 취향, 광고업계의 트렌드 등을 잘 파악하고 분석할 수 있는 능력이 요구된다. 
- 탐구형과 진취형의 흥미를 가진 사람에게 적합하다.","시각디자인산업기사, 시각디자인기사, 컴퓨터그래픽스운용기능사","51, 574, 308, 309, 575","광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 컴퓨터디자인학과"
"- 광원 및 채석원은 석탄, 금속, 비금속 등 지하에 매장되어 있는 광물과 건설 석재를 채굴하고 운반하거나 채석된 석재를 가공하는 일을 한다. 
- 작업복과 방진 마스크, 안전등, 안전모 등의 안전장비를 착용한 다음 곡괭이, 삽, 착암기 등의 작업 장비를 준비하여 광물과 석재의 채굴작업을 한다. 
- 착암기, 오오거 드릴, 코울 픽 등의 굴착기계를 사용하여 굴착 작업을 한다. 
- 광차나 체인컨베이어 등의 장비를 이용하여 광 밖으로 채굴한 광물과 석재를 운반한다. 
- 채굴한 광물과 석재를 도로, 토목, 콘크리트 등의 공사에 필요한 재료로 가공하는 일을 수행한다.",4천만원 ↑,49,광원 및 채석원,"- 광물과 석재 채굴 작업은 매우 힘든 작업이므로 신체적으로 건강해야 하고, 강인한 체력과 인내심이 요구된다. 
- 여러 명이 팀을 이루어 작업을 하기 때문에, 원만한 대인관계능력이 요구된다. 
- 진취형과 현실형의 흥미를 가진 사람에게 적합하며, 협조심, 혁신, 인내 등의 성격을 가진 사람들에게 유리하다.","화약취급기능사, 화약류관리산업기사, 화약류관리기사, 화약류관리기술사, 광산보안기능사, 광산보안산업기사, 광산보안기사",,
"- 교도관은 교도소, 구치소 등에서 수용자를 관리하고 교정 교육을 한다. 
- 사형수의 사형을 집행하며, 수용자의 행실을 시찰, 기록하며 수용자가 건전한 정신과 올바른 생활 자세를 가지도록 생활지도와 더불어 교화교육, 직업훈련 등을 실시한다. 
- 수용자들의 탈출ㆍ도주ㆍ자해행위 등을 예방하기 위해서 출입구나 교도소 등의 중요 시설을 경비하고 무기, 탄약 및 기타 유해물질의 반입을 감시한다.
- 재소자의 건강관리를 위하여 개인위생, 침구, 의류, 거실 등을 검사하고, 재소자의 규율유지와 탈출·도주·자해행위 등을 예방하기 위해서 출입구 및 교도소 등의 중요 시설을 경비한다. 
- 범죄를 예방하거나 범죄자를 재활시키기 위하여 청소년 클럽, 지역 공동체 센터 및 유사조직에서 사회, 오락 및 교육활동을 조직, 감독한다.",4천만원 ↑,363,교도관,"- 교도관은 다루기 힘든 재소자들로부터의 폭행과 습격의 위험에 노출되어 있으므로 철저한 주의력과 상황에 대처하는 능력이 요구된다. 
- 건강한 체력과 사회정의를 위해 봉사한다는 사명감이 필요하며, 다른 사람을 훈련시키거나 치료, 발달시키는 활동에 흥미가 있어야 한다. 
- 사회형과 관습형의 흥미를 가진 사람에게 적합하며, 자기통제능력, 스트레스 감내, 인내, 리더십 등의 성격을 가진 사람들에게 유리하다.",,"26, 27, 59, 203, 239, 257, 240, 330, 639","경찰행정과, 경찰행정학과, 교육학과, 법학과, 사회복지과, 사회복지상담과, 사회복지학과, 심리학과, 행정학과"
"- 교육학연구원은 교육의 목적·내용·방법 등에 관한 종합적ㆍ과학적인 연구를 실시하고, 합리적인 교육체제 및 방법을 설계하고 개발한다. 
- 교육체제 및 방법 등 교육 전반에 관련된 문제를 분석ㆍ평가한다. 
- 우리나라 교육체계가 당면하고 있는 제반 문제들을 합리적으로 해결할 수 있는 혁신적이고 선진화된 교육체제 및 방법에 대해 연구하고 개발한다. 
- 미래 교육의 방향, 제도, 정책 및 전략 등에 대해 논의하고 연구한다.",4천만원 ↑,1103,교육학연구원,"- 교육 및 훈련 전반에 대한 전문적 지식이 요구되며 현 교육체제와 관련된 제반사항을 객관적으로 점검하고 평가하여 교육체제 관련 문제를 해결할 수 있는 능력이 필요하다. 
- 교육에 대한 사명감을 가지고 있어야 하며 교육 외에도 인문, 사회과학 전반에 대한 흥미가 요구된다. 
- 다른 연구원들의 의견을 존중하고 건설적으로 비판할 수 있는 능력이 요구되며 자신의 의견을 논리적으로 설명할 수 있는 논리적 사고력과 의사소통능력, 문서작성능력 등이 필요하다",,"57, 59","교육공학과, 교육학과"
"- 교장은 초등학교나 중학교, 고등학교, 특수학교를 대표하는 감독 책임자로서 학교의 교육, 행정 및 기타 운영활동에 관련된 모든 제반 사항을 기획하고 조정하는 일을 담당한다.
- 학교의 교육목적을 효율적으로 달성하기 위한 교육 활동들을 계획하고 학급의 규모를 결정하며 교사와 강사들의 교육활동을 기획지휘한다.
- 학교의 행정 및 기타 운영 활동들과 관련된 사항들을 감독한다. 
- 학교의 예산을 집행하고, 교사 및 기타 직원의 모집과 채용에 관여하는 등 인사 행정에 관련한 일을 한다.",4천만원 ↑,481,교장,"- 일반 교사가 학생들을 올바르게 가르치고 지도할 수 있도록 감독하고 도와주는 위치에 있으므로 풍부한 교육 경력, 리더십, 그리고 교직에 대한 투철한 사명감이 요구된다. 
- 교사들을 통솔할 수 있는 능력 외에도, 학교의 재정 및 물품의 관리능력과 학교의 행정 사무원들을 감독하고 지휘할 수 있는 능력이 요구된다. 
- 학교에서 발생할 수 있는 여러 문제들을 민주적이고 합리적 방식으로 풀어나갈 수 있는 문제해결능력과 의사결정능력이 요구된다.","중등학교 2급 정교사, 중등학교 1급 정교사","44, 59, 68, 123, 174, 183, 225, 263, 299, 350, 63, 431, 522, 526, 551, 554, 615, 650","과학교육과, 교육학과, 국어교육과, 독일어교육과, 물리교육과, 미술교육과, 불어교육과, 생물교육과, 수학교육과, 역사교육과, 윤리교육과, 일반사회교육과, 지구과학교육과, 지리교육과, 체육교육과, 초등교육과, 한문교육과, 화학교육과"
"- 구두미화원 및 수선원은 고객의 구두에 묻은 각종 이물질을 제거하고 구두의 광택을 내는 일을 한다. 
- 구두솔을 이용하여 고객의 구두 표면에 묻은 각종 이물질을 제거한 다음, 왁스나 구두약으로 구두의 광택을 낸다. 
- 고객의 요청에 따라 낡은 구두굽을 갈거나 구두의 색상을 바꾸기 위해 염색을 하기도 한다.",2천만원 ↑,1119,구두미화원 및 수선원,"- 육체적으로 큰 힘을 요구하지는 않지만, 신체적으로 건강한 것이 좋다. 
- 고객에 대한 서비스 정신과 성실한 자세 등이 요구된다. 
- 예술형과 현실형의 흥미를 가진 사람에게 적합하며,  꼼꼼함, 정직, 독립성, 인내심 등의 성격을 가진 사람들에게 유리하다.",,,
"- 구성작가는 드라마를 제외한 그 외의 프로그램들의 기획과 구성, 대본 작성 등에 참여한다. 
- 교양 및 오락 프로그램의 제작 형식을 기획·검토하고 제작에 필요한 자료를 수집, 정리한다. 
- 수집한 자료를 기초로 관련 프로그램의 특성에 맞는 원고를 작성하고 출연진을 섭외한다. 
- 방송 연출가와 협의하여 관련 프로그램의 제작에 필요한 정보를 제공한다.
- 주제를 결정하고, 주제를 효과적으로 나타낼 수 있는 소재를 적절히 구성하여 소설, 시, 수필 등 각각의 장르에 맞게 표현한다.
- 연극, 영화, 방송 제작을 위해 등장인물, 배경 등을 결정하고 줄거리에 맞게 대본을 작성한다.
- 문학, 미술, 음악, 연극, 영화 등의 작품을 분석하고 평가하여 정기간행물에 평론을 기고한다.",3천만원 ↑,260,구성작가,"- 인간과 사물에 대한 세밀한 관찰력과 호기심, 그리고 관찰한 것을 글로서 잘 표현해낼 수 있는 문장력과 언어감각이 요구된다. 
- 항상 새로운 아이디어를 생산해야 하는 스트레스를 잘 견디어낼 수 있는 인내심과 대처능력이 요구되며, 아이디어를 명확한 논리와 풍부한 감성으로 문장화할 수 있는 능력이 필요하다.  
- 출연자, 방송 연출자 등 많은 사람들과 접촉하면서 일을 하기 때문에 이들과의 원만한 인간관계를 형성할 수 있는 능력이 요구된다.",,"69, 163, 164, 322","국어국문학과, 문예창작과, 문예창작학과, 신문방송학과"
"- 국악인은 전통음악을 하는 사람으로 가야금, 해금 등의 국악기를 연주하거나 판소리, 민요 등을 부른다.
- 판소리, 민요, 가곡, 가사 등의 창을 하거나 거문고, 가야금, 향비파, 대금 등과 같은 악기를 연주한다.
- 국악연주가는 가야금, 거문고, 해금, 아쟁, 장구 등의 국악기로 정악, 민속악 등의 전통 국악이나 창작 국악을 연주한다.
- 국악성악가는 북, 장구, 가야금, 거문고, 대금 등 국악기의 장단에 맞춰 가곡, 가사, 시조를 노래하거나 판소리, 민요, 창극 등을 부르는 사람으로 연주단체와 함께 공연을 하거나 개인공연을 한다.
- 국악작곡가 및 편곡가는 새로운 창작국악을 만들거나 연주단체의 공연 성격에 맞게 곡의 편곡 등을 담당한다. 
- 국악이론가는 국악 전반에 대한 학문적 이론을 연구하는 사람으로 고악보(古樂譜), 고서(古書), 민속악 등을 연구하며 해외 민속음악 비교 연구 등을 한다.
- 전통예능인은 처용무, 악무, 궁중무용인 정재와 승무, 살풀이 등의 민속무용을 추거나 전통적인 가면극이나 연극을 한다.",3천만원 ↑,286,국악인,"- 음악적 재능과 음에 대한 청각, 표현력, 창의력 등이 필요하다. 또 서양 음악에 대한 폭넓은 이해와 한문독해능력도 있어야 한다.
- 국악인들 가운데 천부적인 재능을 타고 나는 사람도 있으나 대부분 오랜 연습을 통해 재능이 개발되므로 인내와 끈기가 필요하다. 
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 독립성, 자기통제 능력, 인내심 등의 성격을 가진 사람들에게 유리하다.",,94,기악과
"- 국제무역사무원은 무역에 필요한 계약, 결제 및 관련 법규정 등에 대한 지식, 외국어 능력과 무역 실무능력을 바탕으로 기업의 무역관련 업무를 담당한다. 
- 무역 절차의 흐름을 파악하여, 수출이나 수입 거래에 필요한 자료와 정보를 정리하고 계약 내용을 계약서의 형식이나 관련 법규정에 따라 작성한다.
- 수출입허가서, 신용장 등의 세관신고서류를 작성하고 통관절차를 진행한다. 
- 수출ㆍ수입 바이어와 상담을 하며, 수출과 수입시 발생하는 외국환을 취급하고 관리한다.",3천만원 ↑,208,국제무역사무원,"- 직업 특성상 무역에 필요한 계약, 외국어 및 관련법규정 등에 대한 지식 및 무역실무 능력이 요구된다. 
- 기업을 대신해 직접 교역행위를 수행해야 하므로 다양한 해외경험과 국제적 감각이 필요하며 상대방에게 자신의 의견을 효과적으로 전달관철시킬 수 있는 논리적 언어능력이 요구된다. 
- 해외영업원, 수입 및 수출바이어 등과 원활한 업무수행을 위해 대인관계능력과 의사소통기술이 필요하다. 
- 진취형과 사회형의 흥미를 가진 사람에게 적합하다.","물류관리사, 검량사, 검수사","23, 25, 72","경영학과, 경제학과, 무역학과"
"- 국제회의전문가는 국제회의의 기획 및 유치, 준비, 진행 등과 관련된 제반 업무를 조정운영하며 회의목표를 설정하고 회의운영과 관련된 예산을 관리하는 등의 업무도 담당한다.
- 국제회의, 전시회 등의 행사를 기획하고 이를 주최하기 위해 관련 업체 및 후원자들을 만나 행사의 크기, 형식, 예산 등에 대해 논의한다. 
- 전반적인 기획을 한 후, 참가자 등록업무, 숙박, 행정, 관광, 전시회 등의 국제회의 관련 준비를 진행한다. 
- 개최할 국제회의를 국내외에 홍보하고, 국제회의의 원활한 진행을 위해 통역사 및 관련 종사자를 섭외한다. 
- 행사 진행에 필요한 지원자들을 모집, 채용하여 교육시키고 지원자들의 활동을 지휘ㆍ감독한다.",3천만원 ↑,209,국제회의전문가,"- 유창한 외국어 구사능력은 필수이며 원활한 회의 운영을 위한 계획력, 조직력 및 실행력이 요구된다.  
- 회의 진행의 스텝들을 관리, 통솔할 수 있는 리더십 및 대인관계능력과 여러 가능한 돌발 상황에 유연히 대처할 수 있는 위기관리능력이 필요하다. 
- 국제 사회의 역사와 현 국제상황에 대한 지식을 가지고 있어야 하며 각국 대표의 이해관계 및 요구사항을 조화롭고 융통성 있게 조율할 수 있는 능력이 요구된다.     
- 진취형과 관습형의 흥미를 가진 사람에게 적합하며, 사회성, 꼼꼼함, 책임감 등의 성격을 가진 사람들에게 유리하다.","컨벤션기획사2급, 컨벤션기획사","23, 46","경영학과, 관광경영학과"
"- 국회의원은 선거를 통해 선출된 국민의 대표로서 국회에서 헌법과 법률의 개정 및 의결과 관련된 일을 하고, 정부 예산안을 심의확정하는 등의 업무를 담당한다. 

- 헌법과 법률에 규정된 개정절차에 따라 특정 조항을 수정, 삭제하거나 새로운 조항을 추가한다. 

- 국가나 국민에게 중대한 재정적 부담을 지우는 조약 또는 입법사항에 관한 조약의 체결, 비준에 대한 동의권을 행사한다. 

- 정부의 예산안에 대한 심의와 수정을 통해 예산안을 확정하며, 국가의 수입 및 지출에 대한 결산을 심사한다. 

- 국정감사와 조사를 통해 국정이 법에 따라 잘 운영되고 있는지를 감시하고 잘못된 부분을 적발하여 시정하도록 한다.",4천만원 ↑,1061,국회의원,"- 법, 행정, 경영, 경제, 사회, 문화, 복지, 보건 등에 대한 전반적 이해와 통찰력이 요구된다. 

- 국회의원은 국민의 의견을 대표한다는 책임감과 사명감을 가져야 하며 다른 국회의원들과의 원활한 협동과 의사소통을 통해 국정을 이끌 수 있는 능력이 요구된다. 

- 국회의원의 권한과 지위를 남용하지 않고 부정한 돈을 받지 않을 수 있는 청렴성과 도덕성이 요구된다. 

- 사회형과 탐구형의 흥미를 가진 사람에게 적합하며, 리더십, 책임감, 사회성 등의 성격을 가진 사람들에게 유리하다.",,"23, 25, 373, 203, 243, 492, 639","경영학과, 경제학과, 국제학부, 법학과, 사회학과, 정치외교학과, 행정학과"
"- 군무원은 군부대에서 군인과 함께 근무하는 특정직 국가 공무원으로서 담당 직렬에 따라 기술, 연구, 일반 행정, 이미용 등에 대한 업무를 수행한다.",3천만원 ↑,1100,군무원,"- 국민에 대한 봉사자로서 공공의 이익을 실현하고 올바르게 공무를 수행해나갈 수 있는 직업윤리정신이 요구된다. 
- 업무분야에 대한 전문지식을 활용하여 보고서 및 문서를 작성, 관리할 수 있는 사무능력과 자신의 의사를 명확히 표현할 수 있는 발표능력이 요구된다.",,,
"- 귀금속가공원은 귀금속으로 장신구를 디자인, 제작하는 일을 하며, 보석세공원은 보석에 모양을 만들고 광택 내는 일 등을 한다. 
- 보석의 가치, 순도, 물리적 구조, 색등급 및 기타 관련 요소를 판단하기 위해 그들의 특성을 검사한다.
- 원석을 측정, 절단, 연마하고 광택을 내어 보석으로 가공한다.
- 디자인된 도면을 해독하고, 금, 은, 백금 등의 귀금속을 소재로 실톱대, 줄, 벼랑공구, 압연기 등 수공구 및 기계기구를 사용하여 정확한 치수와 함량으로 금속원형을 제작한다.
- 귀금속 재료를 주조, 조각, 용접하여 특정한 형태로 가공한다.
- 만든 귀금속에 보석을 알맞은 크기로 가공하여 맞춰 끼우거나 확대경을 사용하여 불순물, 깨짐, 표면상태, 규격 등을 검사한다.
- 완성품의 품질과 가치를 검사하고 결함을 수리한다.",3천만원 ↑,740,귀금속 및 보석세공원,"- 작업 특성상 색맹 또는 손 장애가 없어야 하고, 창조력과 표현력, 예술적인 감각이 있어야 한다.
- 귀금속제품 제작에 필요한 정교한 손동작이 요구되며, 꼼꼼하고 인내력과 집중력을 가진 사람에게 유리하다.  
- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 독립성, 정직성, 적응력 등의 성격을 가진 사람들에게 유리하다.","귀금속가공기능사, 귀금속가공기능장, 보석가공기능사, 귀금속가공산업기사","38, 41, 77, 78, 252, 253, 308, 309","공예과, 공예학과, 금속공예과, 금속공예학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과"
"- 극작가는 연극을 공연하기 위해 연극 주제에 적합한 문학작품을 새롭게 창작하거나 기존의 문학작품을 선정하여 연극의 형식에 맞게 각색한다. 
- 연극 작품의 주제를 선정하고 내용에 따른 역사적 현실이나 사건의 과정 등을 조사, 분석하여 작품의 줄거리를 구상한다. 
- 작품의 주제에 따라 등장인물의 성격, 시대적 배경, 장소 등을 결정하며 연극을 전개하는데 필요한 대사와 동작 등을 구상한다.  
- 새로운 자작 작품을 창작하기도 하고 소설이나 영화 등의 작품을 각색하기도 한다.",3천만원 ↑,261,극작가,"- 인간과 사물에 대한 세밀한 관찰력과 호기심, 그리고 관찰한 것을 글로서 잘 표현해낼 수 있는 문장력과 언어감각이 요구된다. 
- 항상 새로운 아이디어를 생산해야 하는 스트레스를 잘 견디어낼 수 있는 인내심과 대처능력이 요구되며, 아이디어를 명확한 논리와 풍부한 감성으로 문장화할 수 있는 능력이 요구된다. 
- 무엇보다 글을 읽고 쓰는 것을 즐겨야 한다.",,"69, 163, 164, 322","국어국문학과, 문예창작과, 문예창작학과, 신문방송학과"
